STATION_AES,STATION_NAME,LATITUDE,LONGITUDE,province
1011500,CHEMAINUS,48.94,-123.74,British Columbia
1012055,LAKE COWICHAN,48.83,-124.05,British Columbia
1012475,DISCOVERY ISLAND,48.42,-123.23,
1012710,ESQUIMALT HARBOUR,48.43,-123.44,
1014820,MALAHAT,48.57,-123.53,British Columbia
1015105,METCHOSIN,48.37,-123.56,British Columbia
1015628,NORTH COWICHAN,48.82,-123.72,British Columbia
1015630,NORTH COWICHAN,48.82,-123.72,British Columbia
1015638,NORTH PENDER ISLAND,48.76,-123.29,British Columbia
1016335,PORT RENFREW,48.59,-124.33,British Columbia
1016640,RACE ROCKS,48.3,-123.53,
1016940,SAANICHTON CDA,48.62,-123.42,British Columbia
1016995,SALTSPRING ST MARY'S L,48.89,-123.55,British Columbia
1016RM0,SAANICHTON MT NEWTON,48.6,-123.43,British Columbia
1017099,SATURNA CAPMON CS,48.78,-123.13,British Columbia
1017101,SATURNA ISLAND CS,48.78,-123.04,
1017230,SHAWNIGAN LAKE,48.65,-123.63,British Columbia
1017254,SHERINGHAM POINT,48.38,-123.92,British Columbia
1018598,VICTORIA UNIVERSITY CS,48.46,-123.3,British Columbia
1018611,VICTORIA GONZALES CS,48.41,-123.32,British Columbia
1018621,VICTORIA INTL A,48.65,-123.43,British Columbia
1018633,VICTORIA HARBOUR A,48.42,-123.39,
1020590,BALLENAS ISLAND,49.35,-124.16,British Columbia
1021261,CAMPBELL RIVER A,49.95,-125.27,British Columbia
1021270,CAMPBELL RIVER A,49.95,-125.27,British Columbia
1021330,CAPE MUDGE,50.0,-125.2,
1021480,CHATHAM POINT,50.33,-125.45,British Columbia
1021830,COMOX A,49.72,-124.9,British Columbia
1021988,COURTENAY GRANTHAM,49.76,-125.0,British Columbia
1021989,COURTENAY PUNTLEDGE,49.69,-125.03,British Columbia
1022689,ENTRANCE ISLAND,49.21,-123.81,
1022795,FANNY ISLAND,50.45,-125.99,British Columbia
1023462,HERIOT BAY SE,50.1,-125.2,
1024638,LITTLE QUALICUM HATCHERY,49.35,-124.51,British Columbia
1025365,NANAIMO A,49.05,-123.87,British Columbia
1025369,NANAIMO A,49.05,-123.87,British Columbia
10253G0,NANAIMO CITY YARD,49.2,-123.99,British Columbia
1026170,PINE ISLAND,50.98,-127.73,British Columbia
1026271,PORT HARDY A,50.68,-127.37,British Columbia
1026562,QUALICUM BEACH AIRPORT,49.34,-124.39,British Columbia
1026565,QUALICUM R FISH RESEARCH,49.39,-124.62,British Columbia
1026639,QUINSAM RIVER HATCHERY,50.02,-125.3,British Columbia
1027403,SISTERS ISLAND,49.49,-124.43,
102BFHH,ENTRANCE ISLAND,49.21,-123.81,
1030230,ALBERNI ROBERTSON CREEK,49.34,-124.98,British Columbia
1031316,CAPE BEALE LIGHT,48.79,-125.22,
1031353,CAPE SCOTT,50.78,-128.43,British Columbia
1032730,ESTEVAN POINT,49.38,-126.54,
1032731,ESTEVAN POINT CS,49.38,-126.54,
1034600,LENNARD ISLAND,49.11,-125.92,
1035612,NITINAT RIVER HATCHERY,48.86,-124.66,British Columbia
1035614,NOOTKA LIGHTSTATION,49.6,-126.62,British Columbia
1035940,PACHENA POINT,48.72,-125.1,
1036570,QUATSINO,50.53,-127.65,
1036572,QUATSINO LIGHTSTATION,50.44,-128.03,
1036B06,PORT ALBERNI (AUT),49.32,-124.93,British Columbia
1037090,SARTINE ISLAND (AUT),50.82,-128.91,
1037553,SOLANDER ISLAND (AUT),50.11,-127.94,British Columbia
1037899,TAHSIS VILLAGE NORTH,49.93,-126.65,British Columbia
1038205,TOFINO A,49.08,-125.77,British Columbia
1038210,TOFINO A,49.08,-125.77,British Columbia
1038332,UCLUELET KENNEDY CAMP,48.95,-125.53,British Columbia
1039035,ZEBALLOS MURAUDE CREEK,50.05,-126.78,British Columbia
104091B,BOWEN ISLAND SUNSET PARK,49.36,-123.4,British Columbia
1043152,GIBSONS GOWER POINT,49.39,-123.54,British Columbia
1045100,MERRY ISLAND LIGHTSTATION,49.47,-123.91,
10459NN,HOWE SOUND - PAM ROCKS,49.49,-123.3,
1046115,PENDER HARBOUR,49.63,-124.03,British Columbia
1046332,PORT MELLON,49.53,-123.5,British Columbia
1046391,POWELL RIVER A,49.83,-124.5,British Columbia
1046392,POWELL RIVER,49.83,-124.5,British Columbia
1046396,POWELL RIVER A,49.83,-124.5,British Columbia
1047172,SECHELT AUT,49.46,-123.72,British Columbia
10476F0,SQUAMISH AIRPORT,49.78,-123.16,British Columbia
1048898,WHISTLER,50.13,-122.95,British Columbia
1051351,CAPE ST JAMES,51.94,-131.02,British Columbia
1054222,KINDAKUN ROCKS (AUT),53.32,-132.77,
1054500,LANGARA,54.26,-133.06,
1054503,LANGARA ISLAND RCS,54.26,-133.06,
1054929,MASSET A,54.03,-132.13,British Columbia
1056869,ROSE SPIT (AUT),54.16,-131.66,British Columbia
1057051,SANDSPIT AIRPORT AUTO,53.25,-131.81,British Columbia
1057052,SANDSPIT,53.25,-131.81,British Columbia
1060080,ADDENBROKE ISLAND,51.6,-127.86,British Columbia
1060815,BELLA BELLA,52.19,-128.16,British Columbia
1060844,BELLA COOLA AIRPORT,52.39,-126.59,British Columbia
1060848,BELLA COOLA A,52.39,-126.6,British Columbia
1060901,BOAT BLUFF,52.64,-128.52,
1060902,BONILLA ISLAND,53.49,-130.64,
1060R0K,BONILLA ISLAND (AUT),53.49,-130.64,
1061458,CATHEDRAL POINT (AUT),52.19,-127.47,
1062251,CUMSHEWA ISLAND,53.03,-131.6,
1062544,DRYAD POINT,52.19,-128.11,
1062646,EGG ISLAND,51.25,-127.84,
1063298,GREEN ISLAND,54.57,-130.71,
1063303,GREY ISLET (AUT),54.58,-130.7,
1063461,HERBERT ISLAND (AUT),50.94,-127.63,
1063496,HOLLAND ROCK,54.17,-130.36,
1063690,IVORY ISLAND,52.27,-128.41,
1064020,KEMANO,53.56,-127.94,British Columbia
1064320,KITIMAT TOWNSITE,54.05,-128.63,British Columbia
1064321,KITIMAT 2,54.01,-128.71,British Columbia
1064728,LUCY ISLAND LIGHTSTATION,54.3,-130.61,
1065010,MCINNES ISLAND,52.26,-128.72,
1066482,PRINCE RUPERT,54.29,-130.44,British Columbia
1066488,PRINCE RUPERT MONT CIRC,54.32,-130.29,British Columbia
1067748,STEWART A,55.93,-129.98,British Columbia
1068130,TERRACE A,54.47,-128.58,British Columbia
1068131,TERRACE PCC,54.5,-128.62,British Columbia
1068134,TERRACE A,54.47,-128.58,British Columbia
1068250,TRIPLE ISLAND,54.29,-130.88,
106D289,KITIMAT HATCHERY,54.04,-128.68,British Columbia
1073615,HOUSTON,54.4,-126.67,British Columbia
1077499,SMITHERS,54.83,-127.18,British Columbia
1077501,SMITHERS AIRPORT AUTO,54.82,-127.19,British Columbia
107G879,SUSKWA VALLEY,55.29,-127.17,British Columbia
1085836,OOTSA LAKESKINS LAKE CLIMATE,53.77,-126.0,British Columbia
1086081,PEMBERTON AIRPORT (WIND),50.3,-122.74,British Columbia
1086082,PEMBERTON AIRPORT CS,50.31,-122.73,British Columbia
1086558,PUNTZI MOUNTAIN (AUT),52.11,-124.14,British Columbia
1088015,TATLAYOKO LAKE RCS,51.67,-124.4,British Columbia
1090660,BARKERVILLE,53.07,-121.51,British Columbia
1091174,BURNS LAKE DECKER LAKE,54.38,-125.96,British Columbia
1092975,FORT ST JAMES AUTO,54.46,-124.29,British Columbia
1093474,HIXON,53.53,-122.7,British Columbia
1095018,MCLEESE LAKE GRANITE MT,52.53,-122.29,British Columbia
1096439,PRINCE GEORGE,53.88,-122.68,British Columbia
1096453,PRINCE GEORGE AIRPORT AUTO,53.89,-122.67,British Columbia
1096454,PRINCE GEORGE MASSEY AUTO,53.9,-122.79,British Columbia
1096468,PRINCE GEORGE STP,53.88,-122.77,British Columbia
1096629,QUESNEL,53.03,-122.51,British Columbia
1096631,QUESNEL AIRPORT AUTO,53.03,-122.51,British Columbia
1097646,SPOKIN LAKE 4E,52.18,-121.69,British Columbia
1098941,WILLIAMS LAKE A,52.18,-122.05,British Columbia
1098D90,VANDERHOOF,54.03,-124.02,British Columbia
1100031,ABBOTSFORD A,49.03,-122.36,British Columbia
1100032,ABBOTSFORD A,49.03,-122.36,British Columbia
1100119,AGASSIZ RCS,49.24,-121.76,British Columbia
1100120,AGASSIZ CDA,49.24,-121.76,British Columbia
1100875,WHISTLER - NESTERS,50.13,-122.95,British Columbia
1101158,BURNABY SIMON FRASER U,49.28,-122.92,British Columbia
1101300,CALLAGHAN VALLEY,50.14,-123.11,British Columbia
1101708,CLOVERDALE EAST,49.11,-122.7,British Columbia
1102221,CULTUS LAKE,49.08,-121.98,British Columbia
1102415,DELTA BURNS BOG,49.13,-123.0,British Columbia
1102425,DELTA TSAWWASSEN BEACH,49.01,-123.09,British Columbia
1102912,FORT LANGLEY TELEGRAPH TRAIL,49.14,-122.55,British Columbia
1103332,HANEY UBC RF ADMIN,49.26,-122.57,British Columbia
1105192,MISSION WEST ABBEY,49.15,-122.27,British Columbia
1105658,N VANC GROUSE MTN RESORT,49.38,-123.08,British Columbia
1105669,N VANCOUVER WHARVES,49.31,-123.12,
1106178,PITT MEADOWS CS,49.21,-122.69,British Columbia
1106200,POINT ATKINSON,49.33,-123.26,
1106764,RICHMOND DALLYN 2,49.18,-123.09,British Columbia
1106CL2,PORT MOODY GLENAYRE,49.28,-122.88,British Columbia
1106PF7,RICHMOND NATURE PARK,49.17,-123.09,British Columbia
1107010,SANDHEADS CS,49.11,-123.3,
1107785,SUMAS CANAL,49.11,-122.11,British Columbia
1108380,VANCOUVER SEA ISLAND CCG,49.18,-123.19,British Columbia
1108395,VANCOUVER INTL A,49.19,-123.18,British Columbia
1108446,VANCOUVER HARBOUR CS,49.3,-123.12,
1108824,WEST VANCOUVER AUT,49.35,-123.19,British Columbia
1108906,WHISTLER ROUNDHOUSE,50.07,-122.95,British Columbia
1108910,WHITE ROCK CAMPBELL SCIENTIFIC,49.02,-122.78,British Columbia
110N666,N VAN SEYMOUR HATCHERY,49.44,-122.97,British Columbia
1113542,HOPE A,49.37,-121.5,British Columbia
1113543,HOPE AIRPORT,49.37,-121.49,British Columbia
1113581,HOPE SLIDE,49.27,-121.23,British Columbia
1114619,LILLOOET,50.68,-121.93,British Columbia
1114738,LYTTON A,50.22,-121.58,British Columbia
1114746,LYTTON RCS,50.22,-121.58,British Columbia
1123721,JELLICOE,49.67,-120.33,British Columbia
1123939,KELOWNA,49.96,-119.38,British Columbia
1123996,KELOWNA UBCO,49.94,-119.4,British Columbia
1125073,MERRITT,50.11,-120.78,British Columbia
1125079,MERRITT STP,50.11,-120.8,British Columbia
1125700,OKANAGAN CENTRE,50.06,-119.45,British Columbia
1125766,OLIVER STP,49.18,-119.54,British Columbia
1125852,OSOYOOS CS,49.03,-119.44,British Columbia
1126070,PEACHLAND,49.78,-119.72,British Columbia
1126146,PENTICTON A,49.46,-119.6,British Columbia
1126510,PRINCETON A,49.47,-120.51,British Columbia
1126518,PRINCETON A,49.47,-120.51,British Columbia
1128582,VERNON AUTO,50.22,-119.19,British Columbia
1128584,VERNON SILVER STAR LODGE,50.36,-119.06,British Columbia
112FN0M,PRINCETON CS,49.47,-120.51,British Columbia
112G8L1,SUMMERLAND CS,49.56,-119.65,British Columbia
1135126,MIDWAY,49.0,-118.77,
1140876,BILLINGS,49.02,-118.23,British Columbia
1141455,CASTLEGAR A,49.3,-117.63,British Columbia
1141457,CASTLEGAR BCHPA DAM,49.34,-117.77,British Columbia
1141460,CASTLEGAR A,49.3,-117.63,British Columbia
1142574,DUNCAN LAKE DAM,50.24,-116.97,British Columbia
1144635,LISTER,49.03,-116.46,British Columbia
1145297,NAKUSP CS,50.27,-117.82,British Columbia
1145442,NELSON NE,49.59,-117.21,British Columbia
1145460,NEW DENVER,50.0,-117.37,British Columbia
1145M29,NELSON CS,49.49,-117.31,British Columbia
1148705,WARFIELD RCS,49.11,-117.74,British Columbia
114B1F0,CRESTON CAMPBELL SCIENTIFIC,49.08,-116.5,British Columbia
114EMDM,NELSON RIXEN CREEK,49.51,-117.4,British Columbia
1152105,CRANBROOK A,49.61,-115.78,British Columbia
1152106,CRANBROOK AIRPORT AUTO,49.62,-115.79,British Columbia
1152850,FERNIE,49.49,-115.07,British Columbia
1153034,FT STEELE DANDY CRK,49.52,-115.46,British Columbia
1154203,KIMBERLEY PCC,49.63,-115.96,British Columbia
1154410,KOOTENAY NP WEST GATE,50.63,-116.06,British Columbia
1157631,SPARWOOD CS,49.75,-114.88,British Columbia
1157635,SPARWOOD A,49.83,-114.88,British Columbia
1160515,ASHCROFT,50.71,-121.28,British Columbia
1160899,BLUE RIVER A,52.13,-119.29,British Columbia
1160902,BLUE RIVER A,52.12,-119.29,British Columbia
1160H99,BLUE RIVER CS,52.13,-119.29,British Columbia
1161650,CLEARWATER AUTO,51.65,-120.08,British Columbia
1161662,CLINTON A,51.27,-121.68,British Columbia
1161663,CLINTON RCS,51.14,-121.5,British Columbia
1163781,KAMLOOPS A,50.7,-120.45,British Columbia
1163842,KAMLOOPS AUT,50.7,-120.44,British Columbia
1165793,100 MILE HOUSE 6NE,51.68,-121.22,British Columbia
1166658,RED LAKE,50.94,-120.8,British Columbia
1167337,SILVER CREEK,50.55,-119.35,British Columbia
1168204,SUN PEAKS MOUNTAIN,50.9,-119.91,British Columbia
1168520,VAVENBY,51.58,-119.78,British Columbia
116C8P0,KAMLOOPS PRATT ROAD,50.63,-120.17,British Columbia
116FRMN,SALMON ARM CS,50.7,-119.29,British Columbia
116Q20D,SUN PEAKS LOWER,50.89,-119.88,British Columbia
116QK0M,SUN PEAKS UPPER,50.9,-119.92,British Columbia
1173191,GLACIER NP ROGERS PASS,51.3,-117.52,British Columbia
1173210,GOLDEN A,51.3,-116.98,British Columbia
1173214,GOLDEN A,51.3,-116.98,British Columbia
1173220,GOLDEN AIRPORT,51.3,-116.98,British Columbia
1175122,MICA DAM,52.05,-118.59,British Columbia
1176745,REVELSTOKE A,50.97,-118.18,British Columbia
1176755,REVELSTOKE AIRPORT AUTO,50.96,-118.18,British Columbia
11790J1,YOHO PARK,51.44,-116.34,British Columbia
117CA90,GLACIER NP MT FIDELITY,51.24,-117.7,British Columbia
1181508,CHETWYND A,55.69,-121.63,British Columbia
1181513,CHETWYND A,55.69,-121.63,British Columbia
1182289,DAWSON CREEK A,55.74,-120.18,British Columbia
1183001,FORT ST. JOHN A,56.24,-120.74,British Columbia
1184791,MACKENZIE,55.3,-123.13,British Columbia
1184793,MACKENZIE AIRPORT AUTO,55.31,-123.14,British Columbia
1192341,DEASE LAKE A,58.42,-130.03,British Columbia
1192946,FORT NELSON A,58.84,-122.6,British Columbia
1192948,FORT NELSON,58.84,-122.57,British Columbia
119BLM0,DEASE LAKE (AUT),58.43,-130.03,British Columbia
1206197,PLEASANT CAMP,59.45,-136.37,British Columbia
1BPBFLT,BEARFLATS,56.25,-121.31,British Columbia
1BPBLGO,BELGO,49.88,-119.38,British Columbia
1BPBNVN,BENVOULIN,49.87,-119.45,British Columbia
1BPBUIK,BUICK,56.76,-121.09,British Columbia
1BPBVST,BELLA VISTA,50.26,-119.34,British Columbia
1BPCCLK,CECIL LAKE,56.31,-120.53,British Columbia
1BPCEKN,CENTRAL ERICKSON,49.09,-116.49,British Columbia
1BPCNYN,CANYON,49.09,-116.45,British Columbia
1BPCWST,CAWSTON BENCH,49.19,-119.74,British Columbia
1BPDNCK,BCGPA DAWSON CREEK,55.77,-120.14,British Columbia
1BPDORV,DOE RIVER,56.09,-120.04,British Columbia
1BPEKLN,EAST KELOWNA,49.87,-119.42,British Columbia
1BPELSN,ELLISON,49.95,-119.37,British Columbia
1BPFLAT,CRESTON FLATS,49.04,-116.57,British Columbia
1BPFLHT,FELLERS HEIGHTS,55.61,-120.51,British Columbia
1BPFMTN,FARMINGTON,55.91,-120.59,British Columbia
1BPFRCK,FLATROCK,56.27,-120.42,British Columbia
1BPGDLW,GOODLOW,56.33,-120.18,British Columbia
1BPGDVW,GRANDVIEW FLATS,50.38,-119.3,British Columbia
1BPGLMR,GLENMORE,49.92,-119.42,British Columbia
1BPGNDB,GROUNDBIRCH,55.77,-120.87,British Columbia
1BPGRFK,GRAND FORKS,49.05,-118.48,British Columbia
1BPJNFT,SUMMERLAND NORTH (JONES FLAT),49.61,-119.69,British Columbia
1BPKMBP,KEREMEOS BIPASS,49.22,-119.82,British Columbia
1BPKMOS,KEREMEOS,49.2,-119.85,British Columbia
1BPKYLK,KELLY LAKE,55.25,-120.08,British Columbia
1BPLNPR,LONE PRAIRIE,55.59,-121.26,British Columbia
1BPLVTN,LAVINGTON,50.23,-119.1,British Columbia
1BPMNBK,MONTNEY - BICKFORDS,56.35,-120.88,British Columbia
1BPMNTA,NARAMATA BENCH,49.53,-119.57,British Columbia
1BPNEKN,NORTH ERICKSON,49.1,-116.47,British Columbia
1BPOLVS,OLIVER SOUTH,49.11,-119.57,British Columbia
1BPOSSN,OSOYOOS NORTH,49.06,-119.51,British Columbia
1BPOSUB,OSOYOOS UPPER BENCH,49.02,-119.42,British Columbia
1BPOYMA,OYAMA,50.09,-119.36,British Columbia
1BPPCCP,POUCE COUPE,55.71,-120.09,British Columbia
1BPPNRA,OLIVER (PANORAMA),49.18,-119.56,British Columbia
1BPPPTO,PRESPATOU,56.9,-121.06,British Columbia
1BPRIVW,NORTH LISTER/RIVERVIEW,49.06,-116.51,British Columbia
1BPROLA,ROLLA,55.86,-120.2,British Columbia
1BPRSPR,ROSE PRAIRIE,56.54,-120.77,British Columbia
1BPSEKN,SOUTH ERICKSON,49.08,-116.49,British Columbia
1BPSKLN,SOUTH KELOWNA,49.83,-119.45,British Columbia
1BPSLFB,SUMMERLAND FRONT BENCH,49.58,-119.65,British Columbia
1BPSLUS,SUMMERLAND UPPER SOUTH,49.57,-119.68,British Columbia
1BPTMLK,TOMSLAKE,55.57,-120.13,British Columbia
1BPTWLK,TOWER LAKE,56.02,-120.6,British Columbia
1BPUPHW,UPPER HALFWAY,56.52,-122.31,British Columbia
1BPVNBX,VERNON BX,50.29,-119.23,British Columbia
1BPWFDN,WINFIELD NORTH,50.06,-119.43,British Columbia
1BPWFDS,WINFIELD SOUTH,50.05,-119.42,British Columbia
1BPWKLN,WEST KELOWNA,49.84,-119.63,British Columbia
1BPWNDL,WYNNDEL,49.17,-116.57,British Columbia
1CC0002,KAMLOOPS 3.2 SW,50.66,-120.38,British Columbia
1CC0006,COBBLE HILL 5.7 WSW,48.67,-123.65,British Columbia
1CC0008,Cowichan Bay 1.9 SE,48.72,-123.6,British Columbia
1CC0010,Nelson 0.6 SW,49.49,-117.29,British Columbia
1CC0011,Prince George 11.0 SSW,53.82,-122.86,British Columbia
1CC0016,Ladysmith 1.1 SSE,48.98,-123.81,British Columbia
1CC0018,Port Moody 2.6 NE,49.3,-122.85,British Columbia
1CC0020,Enderby 2.5 NW,50.57,-119.17,British Columbia
1CC0021,Telegraph Creek 4.1 WSW,57.89,-131.23,British Columbia
1CC0023,Greenwood 0.5 N,49.1,-118.67,British Columbia
1CC0024,Castlegar 0.3 NE,49.32,-117.66,British Columbia
1CC0027,Lake Cowichan 1.1 W,48.83,-124.07,British Columbia
1CC0028,Penticton 3.4 NNE,49.51,-119.58,British Columbia
1CC0030,Merritt 13.1 WNW,50.14,-120.97,British Columbia
1CC0032,Coquitlam 0.9 NW,49.26,-122.86,British Columbia
1CC0033,Castlegar 5.9 S,49.27,-117.65,British Columbia
1CC0034,Victoria 0.9 E,48.43,-123.35,British Columbia
1CC0036,Fernwood 4.3 SW,48.88,-123.56,British Columbia
1CC0037,Victoria 6.0 NNW,48.48,-123.4,British Columbia
1CC0039,Vancouver 3.4 SSW,49.22,-123.13,British Columbia
1CC0041,Chinook Cove 4.0 NW,51.26,-120.2,British Columbia
1CC0044,Port Coquitlam 2.7 NE,49.27,-122.73,British Columbia
1CC0046,Powell River 3.7 SSE,49.84,-124.53,
1CC0048,Vancouver 1.8 NNW,49.26,-123.13,British Columbia
1CC0050,SALMON ARM 0.5 NNE,50.7,-119.26,British Columbia
1CC0051,TSAWWASSEN 1.3 W,49.02,-123.1,
1CC0053,VICTORIA 5.9 N,48.49,-123.38,British Columbia
1CC0054,BURNABY 3.5 S,49.22,-122.97,British Columbia
1CC0055,COMOX 1.2 WNW,49.68,-124.94,British Columbia
1CC0056,COMOX 1.0 E,49.67,-124.91,British Columbia
1CC0057,COMOX 3.2 N,49.7,-124.93,British Columbia
1CC0058,CUMBERLAND 0.2 WSW,49.62,-125.03,British Columbia
1CC0060,GOLDEN 0.2 ESE,51.29,-116.96,British Columbia
1CC0065,FANNY BAY 2.0 NNW,49.51,-124.83,
1CC0067,VANCOUVER 1.1 NNE,49.25,-123.11,British Columbia
1CC0070,SHUTTY BENCH 1.3 N,49.97,-116.91,British Columbia
1CC0072,VANCOUVER 3.4 WNW,49.26,-123.16,British Columbia
1CC0077,NANAIMO 2.8 NW,49.18,-123.97,British Columbia
1CC0079,COQUITLAM 3.1 E,49.25,-122.81,British Columbia
1CC0080,AGASSIZ 0.4 E,49.23,-121.76,British Columbia
1CC0083,RICHMOND 2.5 SW,49.14,-123.18,British Columbia
1CC0085,BLIND BAY 2.9 SSE,50.86,-119.36,British Columbia
1CC0086,PITT MEADOWS 1.1 NE,49.22,-122.68,British Columbia
1CC0087,VANCOUVER 1.6 NNE,49.26,-123.11,British Columbia
1CC0088,GIBSONS 12.3 ENE,49.44,-123.35,British Columbia
1CC0089,COQUITLAM 8.9 NE,49.3,-122.75,British Columbia
1CC0090,PORT COQUITLAM 1.2 NE - TERRY FOX SECONDARY SCHOOL,49.26,-122.75,British Columbia
1CC0091,ABBOTSFORD 5.3 WNW,49.06,-122.34,British Columbia
1CC0096,NANAIMO 3.3 SSW,49.14,-123.95,British Columbia
1CC0097,NANAIMO 2.8 W,49.16,-123.98,British Columbia
1CC0099,QUALICUM BEACH 0.4 SSW,49.34,-124.44,British Columbia
1CC0100,GLADE 0.8 NNE,49.4,-117.53,British Columbia
1CC0102,NORTH VANCOUVER 1.5 N,49.33,-123.07,British Columbia
1CC0104,MAPLE RIDGE 1.9 NW,49.23,-122.62,British Columbia
1CC0106,NANAIMO 8.6 NW,49.23,-124.01,British Columbia
1CC0107,BEAVERDELL 0.6 S,49.43,-119.09,British Columbia
1CC0108,STURDIES BAY 1.8 NW,48.89,-123.34,British Columbia
1CC0109,VICTORIA 0.8 SE,48.43,-123.35,British Columbia
1CC0110,STURDIES BAY 0.1 ENE,48.88,-123.32,British Columbia
1CC0111,BONNINGTON FALLS 0.5 ENE,49.47,-117.48,British Columbia
1CC0112,RICHMOND 3.4 ESE,49.14,-123.12,British Columbia
1CC0113,LADNER 1.3 E,49.09,-123.06,British Columbia
1CC0114,LYNN VALLEY 0.8 W,49.34,-123.04,British Columbia
1CC0116,GIBSONS 1.1 SSE,49.39,-123.51,
1CC0120,FERNWOOD 5.2 WNW,48.93,-123.59,British Columbia
1CC0125,LADYSMITH 4.6 NNW,49.03,-123.84,British Columbia
1CC0128,VANCOUVER 4.8 WNW,49.26,-123.18,British Columbia
1CC0131,TERRACE 10.7 SE,54.45,-128.49,British Columbia
1CC0134,NORTH VANCOUVER 3.1 N,49.34,-123.07,British Columbia
1CC0135,CASTLEGAR 6.0 S,49.27,-117.64,British Columbia
1CC0138,UCLUELET 0.2 WNW,48.94,-125.55,British Columbia
1CC0139,SURREY 4.5 S,49.14,-122.84,British Columbia
1CC0152,PRINCE GEORGE 3.0 NW,53.93,-122.81,British Columbia
1CC0157,ALERT BAY 0.1 WNW,50.58,-126.92,British Columbia
1CC0159,VICTORIA 4.7 NNE,48.47,-123.34,British Columbia
1CC0160,COBBLE HILL 2.3 ENE,48.7,-123.56,British Columbia
1CC0162,TRAIL 3.8 WSW,49.09,-117.75,British Columbia
1CC0163,VICTORIA 6.0 WNW,48.45,-123.44,
1CC0164,VICTORIA 11.0 W,48.42,-123.51,British Columbia
1CC0166,KAMLOOPS 2.4 ESE,50.67,-120.32,British Columbia
1CC0167,NEW WESTMINSTER 0.7 S,49.21,-122.92,British Columbia
1CC0170,SURREY 14.8 S,49.04,-122.81,British Columbia
1CC0171,CHEMAINUS 0.1 ESE,48.93,-123.72,
1CC0173,CHILLIWACK 1.9 SW,49.16,-121.96,British Columbia
1CC0176,PRINCE GEORGE 14.1 NNW,54.03,-122.85,British Columbia
1CC0178,VICTORIA 2.1 NW,48.45,-123.38,British Columbia
1CC0180,CHILLIWACK 7.5 SSE,49.11,-121.92,British Columbia
1CC0182,SOUTH HAZELTON 1.7 S,55.22,-127.66,British Columbia
1CC0186,VICTORIA 10.0 WNW,48.46,-123.49,British Columbia
1CC0188,QUESNEL 3.7 ESE,52.97,-122.45,British Columbia
1CC0190,PRINCE GEORGE 2.2 E,53.91,-122.74,British Columbia
1CC0193,ALERT BAY 0.3 N,50.58,-126.92,British Columbia
2100155,BEAVER CREEK A,62.41,-140.87,Yukon
2100181,BURWASH A,61.37,-139.04,Yukon
2100184,BURWASH AIRPORT AUTO,61.37,-139.02,Yukon
2100301,CARMACKS CS,62.12,-136.19,Yukon
2100407,DAWSON CITY A,64.04,-139.13,Yukon
2100518,FARO (AUT),62.21,-133.38,Yukon
2100527,FARO A,62.21,-133.37,Yukon
2100630,HAINES JUNCTION,60.77,-137.58,Yukon
2100636,HERSCHEL ISLAND,69.57,-138.91,
2100660,IVVAVIK NAT. PARK,69.16,-140.15,Yukon
2100682,KOMAKUK BEACH,69.61,-140.2,
2100693,MACMILLAN PASS,63.24,-130.04,Yukon
2100697,MARGARET LAKE,68.8,-140.85,Yukon
2100701,MAYO A,63.62,-135.87,Yukon
2100702,MAYO A,63.62,-135.87,Yukon
2100805,OLD CROW RCS,67.57,-139.84,Yukon
2100807,OLD CROW A,67.57,-139.84,Yukon
2100840,OTTER FALLS NCPC,61.03,-137.05,Yukon
2100935,ROCK RIVER,66.98,-136.22,Yukon
2100950,SHINGLE POINT A,68.95,-137.22,
2100LRP,DAWSON,64.06,-139.13,Yukon
2101102,TESLIN (AUT),60.17,-132.73,Yukon
2101106,TESLIN A,60.17,-132.74,Yukon
2101201,WATSON LAKE A,60.12,-128.82,Yukon
2101202,WATSON LAKE A,60.12,-128.82,Yukon
2101204,WATSON LAKE (AUT),60.12,-128.83,Yukon
2101303,WHITEHORSE A,60.71,-135.07,Yukon
2101310,WHITEHORSE AUTO,60.73,-135.1,Yukon
21CC003,Watson Lake 0.9 NNW,60.07,-128.71,Yukon
21CC005,DAWSON 0.5 NNE,64.07,-139.43,Yukon
21CC007,HAINES JUNCTION 0.6 W,60.76,-137.52,Yukon
2200105,AKLAVIK A,68.22,-135.01,Northwest Territories
2200675,CAPE PARRY A,70.17,-124.72,Northwest Territories
2200824,COLVILLE LAKE,67.02,-126.12,Northwest Territories
2200827,COLVILLE LAKE A,67.02,-126.13,Northwest Territories
2201022,DELINE CS,65.21,-123.43,Northwest Territories
2201023,DELINE A,65.21,-123.44,Northwest Territories
22010H0,DEADMEN VALLEY,61.26,-124.47,Northwest Territories
2201406,FORT GOOD HOPE A,66.24,-128.65,Northwest Territories
2201450,FORT GOOD HOPE CS,66.24,-128.64,Northwest Territories
2201579,FORT LIARD,60.23,-123.47,Northwest Territories
2201581,FORT LIARD A,60.24,-123.47,Northwest Territories
2201606,FORT MCPHERSON A,67.41,-134.86,Northwest Territories
2201705,TULITA A,64.91,-125.57,Northwest Territories
2201799,FORT PROVIDENCE,61.32,-117.6,Northwest Territories
2201903,FORT RELIANCE (AUT),62.71,-109.17,Northwest Territories
2202010,FORT RESOLUTION A,61.18,-113.69,Northwest Territories
2202101,FORT SIMPSON A,61.76,-121.24,Northwest Territories
